article	token	tfidf
72630	cocagn	0.01545011
71358	laval	0.01545813
69177	eser	0.01547064
67068	paristech	0.01547201
74168	divertor	0.01547652
70164	respect	0.01551179
68638	zettawatt	0.01551369
68638	massard	0.01551369
68638	cern	0.01551369
68638	toshiki	0.01551369
68638	tajimer	0.01551369
68638	petawatt	0.01551369
71615	inca	0.01551369
71615	maia	0.01551369
71615	iroqua	0.01551369
71615	poca	0.01551369
71615	advisory	0.01551369
71615	aeronautic	0.01551369
71615	cerfac	0.01551369
71615	cenaero	0.01551369
71615	karman	0.01551369
72119	ruthénium	0.01551369
72119	rotul	0.01551369
72119	pale	0.01551369
72119	raccourcir	0.01551369
72119	elaboration	0.01551369
72119	ohio	0.01551369
72119	ancrée	0.01551369
72119	accroche	0.01551369
72119	rapenne	0.01551369
72119	268	0.01551369
72119	zéro	0.01551369
72119	préfigurer	0.01551369
72119	engrenage	0.01551369
72113	roucairol	0.01551761
67385	sophier	0.01553392
67385	antipolis	0.01553392
70917	estuaire	0.01554397
68885	cniel	0.01554568
68885	cecaler	0.01554568
69186	nancy	0.01556173
67389	stimulus	0.01557327
67794	kcalorie	0.01557780
68275	sustainable	0.01558186
75790	elisabeth	0.01561005
75790	guichard	0.01561005
75790	déstructuration	0.01561005
76211	altran	0.01561005
76211	mazar	0.01561005
76211	conseill	0.01561005
76211	entre	0.01561005
67803	sensibiliser	0.01562567
74744	querleux	0.01565868
70751	roubaix	0.01566596
68279	agronov	0.01566599
73185	pérou	0.01567495
73185	tanzanie	0.01567495
69815	seventur	0.01567700
67937	académie	0.01567892
67555	artichaut	0.01570761
67555	salsifis	0.01570761
68888	nicole	0.01570761
68888	pékn	0.01570761
68888	trilingue	0.01570761
68888	scholarship	0.01570761
68888	csc	0.01570761
73190	correspondant	0.01570761
73190	bioindustrie	0.01570761
73190	killer	0.01570761
73190	multiplatforme	0.01570761
73190	android	0.01570761
73190	subject	0.01570761
73190	muni	0.01570761
73190	plongeur	0.01570761
73190	cuver	0.01570761
73190	spie	0.01570761
73190	contest	0.01570761
73683	archéologie	0.01570761
73683	navigant	0.01570761
73683	embarcation	0.01570761
70747	télévision	0.01572568
67388	coag	0.01573673
69177	mardi	0.01574211
68283	vulnérable	0.01574565
67558	film	0.01575040
69536	concourir	0.01575188
70751	ifm	0.01580640
70751	postulat	0.01580640
70751	vernissage	0.01580640
70751	3000	0.01580640
70751	cetilab	0.01580640
71842	farine	0.01580640
71842	puzzle	0.01580640
75461	bouge	0.01580640
75461	château	0.01580640
75461	gombert	0.01580640
75461	triplemer	0.01580640
75461	investissant	0.01580640
75461	transversal	0.01580640
75461	pépite	0.01580640
75461	feraud	0.01580640
67553	donneur	0.01581162
72932	raphaël	0.01581309
70167	polymère	0.01584978
69815	finalisation	0.01585294
68279	bretenière	0.01585706
67939	essentielle	0.01589078
68889	ronde	0.01590012
68644	hélice	0.01590644
68644	interuniversitaire	0.01590644
68644	collante	0.01590644
68644	enflamme	0.01590644
68644	410	0.01590644
68644	séparément	0.01590644
68644	bille	0.01590644
68644	nanoscopique	0.01590644
68644	coiffer	0.01590644
68644	transformant	0.01590644
68644	originelle	0.01590644
68644	nitroglycérine	0.01590644
68644	produiraient	0.01590644
68644	trajectoir	0.01590644
68644	appoint	0.01590644
72637	sofiproteol	0.01590644
72637	terrener	0.01590644
72637	sdsc	0.01590644
72637	organisationnelle	0.01590644
72637	jacent	0.01590644
72637	posture	0.01590644
71359	kevin	0.01593165
71359	camphuis	0.01593165
67553	pérennité	0.01593302
72120	88	0.01593648
71840	immobilisation	0.01594383
74452	applicatif	0.01595548
67554	scénario	0.01596385
68383	latécoère	0.01596585
68283	fourmill	0.01599498
71835	écouter	0.01599498
70916	distinguer	0.01599974
68276	art	0.01600021
67941	millipol	0.01600776
67941	intérieure	0.01600776
67941	rb3d	0.01600776
67941	auxerre	0.01600776
67941	sauveteur	0.01600776
67941	dorsal	0.01600776
67941	commander	0.01600776
67941	détect	0.01600776
67941	superviser	0.01600776
67941	exosquelette	0.01600776
67941	manutention	0.01600776
70918	oesophage	0.01600776
70918	colo	0.01600776
70918	rectum	0.01600776
70918	enlever	0.01600776
70918	latéralement	0.01600776
70918	marge	0.01600776
70918	imposant	0.01600776
70918	netsi	0.01600776
70918	bistouri	0.01600776
70918	fibreux	0.01600776
70918	sectionner	0.01600776
70918	cancéropôle	0.01600776
70918	clara	0.01600776
70918	enki	0.01600776
70918	heh	0.01600776
70918	ponchon	0.01600776
70918	conduit	0.01600776
70918	cochon	0.01600776
70918	multicentrique	0.01600776
67071	verte	0.01600894
67561	présentation	0.01601729
69814	semi	0.01604152
67795	fusion	0.01604986
67556	intellectuel	0.01605864
69185	australi	0.01606555
75458	boëtsch	0.01609318
71620	cnam	0.01609396
73882	talence	0.01609516
67383	remarquablemer	0.01611037
67383	tecnalia	0.01611037
76512	progress	0.01611037
76512	violette	0.01611037
76512	vini	0.01611037
76512	ifv	0.01611037
76512	malbec	0.01611037
76512	négrette	0.01611037
76512	servadou	0.01611037
76512	sandralis	0.01611037
76512	néovins	0.01611037
76512	marque	0.01611037
76512	terreo	0.01611037
76512	astrolabe	0.01611037
76512	triplé	0.01611037
76512	moût	0.01611037
67939	cnes	0.01613431
70163	jet	0.01613708
70743	nante	0.01617917
75065	primitif	0.01617951
75065	tumorale	0.01617951
69813	pasteur	0.01618118
69533	banquise	0.01619221
73875	genèv	0.01621000
69813	infectée	0.01621509
68283	protège	0.01621514
72397	exploit	0.01624419
73875	cadre	0.01624925
73875	chilien	0.01624925
73875	tramway	0.01624925
69816	économe	0.01625152
69533	giec	0.01625963
74752	cuisinier	0.01626678
74752	tarte	0.01626678
74752	gastronomie	0.01626678
74752	dunod	0.01626678
68882	fractionnement	0.01628435
71620	ré	0.01628886
67946	invité	0.01629955
68276	mathématicien	0.01630155
67068	pierrot	0.01630779
68640	1280	0.01631959
68640	a	0.01631959
68640	254	0.01631959
68640	relayer	0.01631959
68640	38	0.01631959
68640	kwh	0.01631959
68640	pack	0.01631959
68640	accumulateur	0.01631959
72116	raftomiqu	0.01631959
72116	modulation	0.01631959
72116	junien	0.01631959
69185	impossibilité	0.01632663
68277	charle	0.01633278
69186	isoler	0.01634009
68643	lutte	0.01635092
68643	homologation	0.01637365
67558	micron	0.01638311
68645	ineri	0.01640026
67556	expression	0.01640429
67799	subvention	0.01640676
67561	colloqu	0.01641105
68887	patrice	0.01645488
72392	déconstruction	0.01646212
72116	lipidique	0.01648989
73686	computing	0.01649610
68881	analytical	0.01650718
68881	roukes	0.01650718
68881	braun	0.01650718
67389	neurone	0.01650801
70167	photocopie	0.01653433
70167	xero	0.01653433
70167	giuseppone	0.01653433
70167	sadron	0.01653433
70167	supramoléculaire	0.01653433
70167	doudin	0.01653433
70167	microcircuit	0.01653433
70167	flash	0.01653433
70167	densiter	0.01653433
70167	industriellemer	0.01653433
73432	metagenopolis	0.01653433
69815	chronique	0.01654065
68644	aluminium	0.01654218
67801	emmanuel	0.01654834
67387	feuill	0.01655378
69178	calcul	0.01660527
75796	parole	0.01664233
69186	clôturer	0.01666333
69539	fluorescence	0.01666602
67796	fiabilité	0.01669730
67385	bassin	0.01671226
67557	préconiser	0.01675478
67557	savety	0.01675478
67557	consumer	0.01675478
67557	benefit	0.01675478
67557	environmental	0.01675478
67557	optimization	0.01675478
67557	along	0.01675478
67557	indusriel	0.01675478
67557	écart	0.01675478
67557	agroalimenair	0.01675478
67071	géographie	0.01675869
70168	décerné	0.01677604
67554	téléphone	0.01677769
67941	lourde	0.01678569
67561	economiqu	0.01679875
70165	engin	0.01680829
67553	cluster	0.01681409
69814	carnot	0.01681437
69533	cmip	0.01682958
75792	décharge	0.01682958
70421	graver	0.01686723
70421	avatar	0.01686723
67944	océanographie	0.01689469
75465	phovoir	0.01691098
67946	instrumentation	0.01691449
72939	bourdelai	0.01692402
72939	charenton	0.01692402
72939	combat	0.01692402
67945	antenn	0.01693874
67553	alpe	0.01697662
67391	aquitaine	0.01698077
73435	décernent	0.01698120
73435	cjd	0.01698120
73435	primée	0.01698120
73435	rillieux	0.01698120
73435	pape	0.01698120
73435	invasif	0.01698120
73435	hifu	0.01698120
73435	ambulatoire	0.01698120
73435	eyeop1	0.01698120
73435	glaucome	0.01698120
73435	cécité	0.01698120
73435	uc3	0.01698120
73435	cyclo	0.01698120
73435	ciliaire	0.01698120
68641	greff	0.01699379
67386	mémoire	0.01700750
71612	combler	0.01704758
67385	bactérie	0.01705335
67388	phosphat	0.01705608
70425	murier	0.01709672
70425	tnt	0.01709672
70425	ppq	0.01709672
70425	nanostructurer	0.01709672
70425	aligner	0.01709672
70425	fabien	0.01709672
70425	schnell	0.01709672
70425	ns3e	0.01709672
70425	volatil	0.01709672
73187	rhepach	0.01709672
73187	gageure	0.01709672
73187	faupel	0.01709672
76514	andreacrisante	0.01709672
76514	contamination	0.01709672
76514	néoformer	0.01709672
76514	rfid	0.01709672
76514	ductilité	0.01709672
76514	pla	0.01709672
76514	parrainer	0.01709672
76514	alexandre	0.01709672
76514	feingenbaum	0.01709672
69819	1000	0.01711913
68638	daniel	0.01712107
70915	démantèlemer	0.01715173
68276	apprécie	0.01715507
67937	toll	0.01716679
68888	cérémonie	0.01717327
69177	étage	0.01717568
67392	didactique	0.01718984
67388	notz	0.01719610
72398	yve	0.01721143
69820	vibratoire	0.01721382
69820	conférencier	0.01721382
69820	algérie	0.01721382
69820	amortisseur	0.01721382
69820	dommage	0.01721382
75796	réunit	0.01721382
75796	oliver	0.01721382
75796	sved	0.01721382
75796	offreur	0.01721382
69178	pulsé	0.01723198
73684	tahiti	0.01723743
73684	gabonais	0.01723743
68882	fao	0.01726916
70914	teratec	0.01727092
67803	journaliste	0.01728606
70165	inaugural	0.01728606
72120	nouveauter	0.01729852
76206	dégustateur	0.01730044
67939	tropical	0.01731564
67387	savoie	0.01731839
68881	caltech	0.01732056
68639	fatigue	0.01733254
68639	multifonctionnel	0.01733254
68639	pilotable	0.01733254
70426	c02	0.01733254
70426	capté	0.01733254
70426	schuller	0.01733254
70426	macroscopique	0.01733254
70426	charbon	0.01733254
70426	dimensionnemer	0.01733254
70426	brûleur	0.01733254
70426	simultaner	0.01733254
70744	session	0.01735147
75067	probiotique	0.01735396
74450	endurance	0.01736247
72400	personnalité	0.01736443
73434	jason	0.01737247
70163	webb	0.01739251
70163	irfu	0.01739251
68277	motricité	0.01739769
67802	insulin	0.01743480
67798	cholestérol	0.01744188
67554	wafer	0.01745290
71358	supaero	0.01745290
72936	roi	0.01745290
72936	mohamed	0.01745290
72936	biausser	0.01745290
72936	312	0.01745290
72936	145	0.01745290
72936	lucratif	0.01745290
72936	emergence	0.01745290
73431	syphilis	0.01745290
73431	mallette	0.01745290
74745	brochet	0.01745290
67390	hormone	0.01745715
70163	télescope	0.01747037
69184	os	0.01748081
74449	vieillir	0.01749205
70747	diode	0.01749915
67937	jule	0.01751307
70918	muqueuse	0.01752544
76508	audition	0.01753408
76508	syti	0.01753408
76508	raczinski	0.01753408
67800	lipide	0.01754316
69813	sénégal	0.01754811
68390	junior	0.01755046
71837	labex	0.01756708
75460	systerra	0.01757495
75460	pecten	0.01757495
75460	maximu	0.01757495
75460	gastronome	0.01757495
75460	coquille	0.01757495
75460	impropre	0.01757495
68388	neuronal	0.01758173
69821	renaître	0.01760829
72113	actualité	0.01761357
70428	nourrisson	0.01763227
68279	antenne	0.01763246
73186	ray	0.01769872
73186	leprince	0.01769872
73186	ringuet	0.01769872
73186	finaliser	0.01769872
73186	desy	0.01769872
73186	deutsche	0.01769872
73186	elektronen	0.01769872
73186	capturera	0.01769872
73186	céleste	0.01769872
73186	cta	0.01769872
73884	11ème	0.01769872
73884	emm2013	0.01769872
73884	connected	0.01769872
73884	programmé	0.01769872
69815	dusko	0.01771178
69815	ehrlich	0.01771178
69180	partiel	0.01771522
67554	démonstrateur	0.01776761
68881	nanoscience	0.01778697
69818	ciat	0.01782424
69818	tenerrdis	0.01782424
69818	13ème	0.01782424
69818	géothermal	0.01782424
69818	rafraîchissemer	0.01782424
69818	ttc	0.01782424
74176	vivron	0.01782424
74176	décryptée	0.01782424
74176	proposeront	0.01782424
76515	eustache	0.01782424
76515	neuropsychologie	0.01782424
76515	anatomie	0.01782424
69538	spécialisation	0.01784974
67068	télécommunications	0.01789660
68278	dépendance	0.01791270
72121	biotechnology	0.01793783
71619	nuclear	0.01795155
71619	pnb	0.01795155
71619	requalifier	0.01795155
71619	creusot	0.01795155
71619	responsabilité	0.01795155
71619	considération	0.01795155
71619	rechargemer	0.01795155
71619	pwr	0.01795155
75067	carie	0.01795155
75067	calorimètre	0.01795155
75464	deformation	0.01795155
75464	presqu	0.01795155
75464	gien	0.01795155
75464	rednre	0.01795155
75464	ekawatchaow	0.01795155
75464	jeudi	0.01795155
75464	déchirure	0.01795155
75464	élastomère	0.01795155
75464	thermoplastique	0.01795155
75464	nanochargé	0.01795155
75464	piercan	0.01795155
75464	gant	0.01795155
75464	déformable	0.01795155
68646	syndrome	0.01799027
71836	agilité	0.01799440
75789	zodiac	0.01799440
67946	b	0.01800439
67561	impos	0.01800905
67557	intelligent	0.01804580
67388	extraction	0.01807315
68281	rythme	0.01808070
68281	registre	0.01808070
68281	relancer	0.01808070
68281	quiz	0.01808070
68281	transmise	0.01808070
68281	caroline	0.01808070
68281	amélioron	0.01808070
68281	constamment	0.01808070
68281	leblanc	0.01808070
71363	cartier	0.01808070
71363	ancienneter	0.01808070
71363	pompag	0.01808070
71363	hydrolienne	0.01808070
71363	plénier	0.01808070
72394	parenthès	0.01808070
75066	tarn	0.01808070
70421	rame	0.01808538
68391	détecteur	0.01812033
75063	arbault	0.01812417
73184	lipstic	0.01812964
67796	david	0.01814366
68881	écran	0.01814780
67071	adaptation	0.01817123
70917	fleuve	0.01817138
68391	esrf	0.01818703
68387	vigne	0.01820302
67801	complication	0.01821258
67553	provence	0.01823384
75457	châlon	0.01825582
75457	stefan	0.01825582
72397	doux	0.01827795
71614	bertin	0.01828158
70917	irstea	0.01828691
73186	array	0.01834402
67388	enzymatique	0.01834465
68641	nathalie	0.01834465
68641	picquer	0.01834465
68641	photophysique	0.01834465
68641	bouyer	0.01834465
68641	cognet	0.01834465
68641	réfractive	0.01834465
68641	lasik	0.01834465
68641	voisin	0.01834465
68641	corner	0.01834465
68641	laser1	0.01834465
68277	souche	0.01837365
72933	tracteur	0.01838940
75793	item	0.01838940
67802	bêta	0.01839069
71617	by	0.01841185
71617	smarter	0.01841185
71617	skie	0.01841185
71617	pent	0.01841185
68280	loisir	0.01842912
73188	lumineuse	0.01843950
67555	enfant	0.01844272
69181	géophysique	0.01845337
67943	linéaire	0.01847084
70170	sicoval	0.01847954
70170	appli	0.01847954
70170	law	0.01847954
70170	antem	0.01847954
70170	électromagnétism	0.01847954
70170	assortir	0.01847954
71840	aerokwai	0.01848756
67390	peptide	0.01849243
70162	explosif	0.01850084
72117	fabre	0.01851174
67802	pancréatique	0.01855218
69185	exigeant	0.01860665
68283	contradictoire	0.01861446
68883	rousseal	0.01861643
71838	ico	0.01861643
71838	carbon	0.01861643
71838	oceanic	0.01861643
71838	atmospheric	0.01861643
71838	étalon	0.01861643
71838	mac	0.01861643
71838	head	0.01861643
71838	irlande	0.01861643
71838	aircore	0.01861643
73189	biphotonique	0.01861643
73189	surclasse	0.01861643
73189	brillance	0.01861643
73189	chemical	0.01861643
73187	neurologique	0.01861981
70423	microprocesseur	0.01865281
70423	lithographie	0.01865281
68279	rotation	0.01870380
73183	plancton	0.01870882
67943	abondance	0.01871390
67797	générateur	0.01872667
67942	intervenant	0.01876092
67554	connexion	0.01878318
74171	silver	0.01880784
72392	veolia	0.01881572
67797	recueillie	0.01884456
73879	dsp	0.01884913
73879	bruneau	0.01884913
69820	cachan	0.01886266
70168	safran	0.01888708
67802	pancréas	0.01889637
67802	immortalisant	0.01889637
67802	ligner	0.01889637
73879	neurologie	0.01890557
70167	électrode	0.01893934
71612	unesco	0.01897868
68389	ademe	0.01898820
71360	pharma	0.01900048
69534	as	0.01903953
71618	nuisible	0.01903953
71618	cessant	0.01903953
71618	invasion	0.01903953
71618	exponentiel	0.01903953
71618	potentielle	0.01903953
71618	zoologie	0.01903953
71618	nématode	0.01903953
74452	protéomiqu	0.01903953
74452	séquenceur	0.01903953
74452	brute	0.01903953
74452	péta	0.01903953
74452	ibm	0.01903953
74452	sysferer	0.01903953
74452	idris	0.01903953
74452	terer	0.01903953
74452	téraflop	0.01903953
74452	grille	0.01903953
74452	supercomputing	0.01903953
74452	sc13	0.01903953
74452	denver	0.01903953
70166	hervé	0.01905984
67555	allaitement	0.01906796
67387	alpine	0.01909329
67556	colleau	0.01911192
67556	jun	0.01911192
69543	traitance	0.01913769
69812	alain	0.01915102
70920	adéquate	0.01918487
70920	usager	0.01918487
71843	chypriote	0.01918487
71843	spéciation	0.01918487
71843	legs	0.01918487
71843	glande	0.01918487
71843	mandibulaire	0.01918487
71843	paralyse	0.01918487
71843	arthropode	0.01918487
71843	mordu	0.01918487
71843	repousser	0.01918487
71843	éjecter	0.01918487
71843	intrus	0.01918487
71843	anesthésiant	0.01918487
71843	larv	0.01918487
71843	nerf	0.01918487
71843	sciatique	0.01918487
71843	agissaient	0.01918487
72121	futurol	0.01918487
72121	greenstar	0.01918487
72121	white	0.01918487
72121	serenad	0.01918487
67068	ultrason	0.01920142
67942	émetteur	0.01921842
68641	school	0.01922959
68383	centralien	0.01923837
71363	réhabilitation	0.01924418
69820	journer	0.01925313
67558	tensioactif	0.01925837
68886	empreinte	0.01926127
74450	delair	0.01926157
67799	metabrain	0.01926282
67068	renversement	0.01933244
68392	221	0.01933244
68392	redéfinie	0.01933244
76209	oudghiri	0.01933244
76209	cosmeto	0.01933244
67388	biotechnologie	0.01937541
70744	ecrire	0.01940709
70744	affichent	0.01940709
70744	lisse	0.01940709
70744	illusion	0.01940709
70744	reverse	0.01940709
70744	phi	0.01940709
68273	couvercle	0.01943209
67937	vaccin	0.01944828
68643	phytosanitaire	0.01947667
71621	subsistance	0.01948231
71621	anse	0.01948231
71841	recommandé	0.01948231
71841	has	0.01948231
71841	ce2	0.01948231
71841	ophtalmologue	0.01948231
71841	psychiatre	0.01948231
71841	orthoptiste	0.01948231
71841	neuropsychologue	0.01948231
71841	orthophoniste	0.01948231
71841	binoculaire	0.01948231
71841	debré	0.01948231
71841	cofinancer	0.01948231
72631	cd36	0.01948231
72631	oro	0.01948231
74748	vélo	0.01948231
68278	china	0.01948233
67802	diabétique	0.01952270
70914	genevieve	0.01952464
68274	routier	0.01953278
69814	ceme	0.01953896
73876	emlyon	0.01955811
73876	business	0.01955811
75794	acousticien	0.01955811
68279	8èm	0.01961400
70169	167	0.01963451
70169	rt2012	0.01963451
70169	rt	0.01963451
70169	tertiaire	0.01963451
70169	anru2	0.01963451
70169	logement	0.01963451
70169	conformer	0.01963451
70169	ffi	0.01963451
70169	effinergie	0.01963451
70169	lafarge	0.01963451
70169	grdf	0.01963451
70169	veriter	0.01963451
71612	bourse	0.01963451
71612	phosphate	0.01963451
71612	cirimat	0.01963451
72935	cyaa	0.01963451
72935	antigène	0.01963451
73433	recensée	0.01963451
73433	nouméa	0.01963451
73433	aquarium	0.01963451
73433	lagon	0.01963451
73433	amical	0.01963451
73433	aquacultur	0.01963451
73433	adrien	0.01963451
73433	rivaton	0.01963451
73433	cadoret	0.01963451
73433	eldorado	0.01963451
71614	ale	0.01963542
70922	endommager	0.01967778
67804	bruxelle	0.01967928
70916	hyme	0.01971151
67392	prédiction	0.01972161
68383	francis	0.01974113
67945	sagem	0.01975631
67553	dger	0.01975721
68385	cyanobactérie	0.01978911
68385	surfacique	0.01978911
68385	biodiesel	0.01978911
68385	bioénergétique	0.01978911
68385	lb3	0.01978911
70921	karine	0.01978911
70167	ipcm	0.01984618
71614	orthopédique	0.01987239
68273	ventur	0.01987599
67553	bretagne	0.01988490
73691	immunothérapie	0.01991040
67944	lac	0.01991208
74168	deutérium	0.01991456
74168	tritium	0.01991456
67556	trouble	0.01993736
70923	learning	0.01994159
67799	obèse	0.01994617
67799	handicapant	0.01994617
67799	cardiométabolisme	0.01994617
67799	biosip	0.01994617
67799	insatisfait	0.01994617
72115	marquage	0.01994617
67389	jérôme	0.01995571
68280	composite	0.01996303
72934	octet	0.01999319
70751	clubtex	0.02002066
69540	remarquer	0.02002564
67392	validiter	0.02002600
70424	oscillation	0.02004398
75791	pénibilité	0.02010574
75791	musculo	0.02010574
75791	squelettique	0.02010574
75791	tms	0.02010574
75791	ur10	0.02010574
75791	gibaru	0.02010574
76208	vissière	0.02010574
76208	sysnav	0.02010574
76208	stiller	0.02010574
76208	ladhy	0.02010574
76208	microfluidiqu	0.02010574
70920	carburant	0.02013346
67946	2ème	0.02013409
70428	314	0.02014896
67799	musculaire	0.02015076
67939	ead	0.02018821
69534	sucre	0.02021245
69533	arctique	0.02022539
68280	verre	0.02022549
70170	expansion	0.02025717
67944	dispensé	0.02026788
67944	multiculturel	0.02026788
67944	accréditer	0.02026788
67944	hydrographique	0.02026788
67944	master2	0.02026788
73686	alfort	0.02026788
73686	infectieuser	0.02026788
73686	cloud	0.02026788
73686	immunodépression	0.02026788
73686	congénital	0.02026788
73686	immunosuppresseur	0.02026788
73686	anticancéreuse	0.02026788
73686	aurinvest	0.02026788
73686	kurma	0.02026788
73686	biofund	0.02026788
74172	melun	0.02026788
68640	véhicule	0.02029994
69539	amsterdam	0.02034994
69539	oxford	0.02034994
69539	améliorée	0.02034994
69539	mturquoise2	0.02034994
72634	salaison	0.02034994
67804	4èm	0.02035701
72932	anantharaman	0.02037744
67071	cemagref	0.02038184
70168	parrain	0.02040204
70168	extia	0.02040204
68638	laser	0.02040952
70923	e	0.02041482
67383	reler	0.02041711
72400	alpin	0.02042396
69178	sck	0.02043266
67804	agriculteur	0.02047115
67939	lanceur	0.02049270
76511	radicalaire	0.02049933
67802	alpher	0.02050397
69820	plénière	0.02059978
67937	inné	0.02060014
68384	pitier	0.02060014
68384	salpêtrière	0.02060014
68384	séminaire	0.02060014
68384	translationnell	0.02060014
68384	iasp	0.02060014
68388	inflammation	0.02060014
68388	intoxication	0.02060014
68388	wayna	0.02060014
68388	aimara	0.02060014
68388	hoplias	0.02060014
69177	escatha	0.02060014
72630	vilarem	0.02060014
72630	pigment	0.02060014
73685	teillet	0.02060014
75465	veillir	0.02060014
75465	investor	0.02060014
75465	catalyzer	0.02060014
76516	digne	0.02060014
76516	aromatiquer	0.02060014
76516	médicinale	0.02060014
76516	appam	0.02060014
76516	dépérissemer	0.02060014
76516	lavande	0.02060014
76516	lavandin	0.02060014
76516	inhabituel	0.02060014
76516	mets	0.02060014
76516	odorante	0.02060014
76516	spiritueux	0.02060014
76516	succinct	0.02060014
68274	accident	0.02064131
69818	pomper	0.02064934
70429	méditer	0.02069793
67939	space	0.02070542
73689	technolac	0.02078317
73184	lagrost	0.02083555
68280	chaud	0.02084719
69539	chromophore	0.02086469
67941	handicapé	0.02087136
67942	demeter	0.02088385
73185	niccolaï	0.02089994
67555	sylvie	0.02094348
67555	issanchou	0.02094348
72636	ajusteuse	0.02094348
72636	réjouir	0.02094348
72636	nazair	0.02094348
72636	fille	0.02094348
70426	purification	0.02095466
69817	racinaire	0.02096269
67554	leti	0.02104669
70421	lsi	0.02108404
67388	enzyme	0.02109207
67796	vidéosurveillance	0.02111948
67796	thermographie	0.02111948
67796	obscurité	0.02111948
67796	brouillard	0.02111948
67796	veurey	0.02111948
67796	voroize	0.02111948
67796	dorn	0.02111948
67796	microbolomètre	0.02111948
68393	munich	0.02111948
68393	pegase	0.02111948
68393	capenergie	0.02111948
68393	optitec	0.02111948
69186	lamour	0.02111948
69186	lpem	0.02111948
69186	conductivité	0.02111948
69186	spintroniqu	0.02111948
69186	thermoélectricité	0.02111948
69186	thermoélectrique	0.02111948
69186	thermomagnétique	0.02111948
72401	cinéma	0.02111948
72401	console	0.02111948
72401	déconcertant	0.02111948
72401	abusent	0.02111948
72401	béber	0.02111948
72401	involontairement	0.02111948
72401	désarmer	0.02111948
72401	cachent	0.02111948
72401	pommier	0.02111948
72401	psychologue	0.02111948
72401	clinicien	0.02111948
72401	éducateur	0.02111948
72401	relire	0.02111948
68277	réparation	0.02120469
67944	erasmu	0.02124359
74169	sopagly	0.02135879
74169	payraud	0.02135879
75788	morro	0.02135879
75788	solteiro	0.02135879
75788	boulet	0.02135879
69533	5ème	0.02138640
71362	uag	0.02138909
74453	rhenepi	0.02138909
68642	éolien	0.02142200
68386	council	0.02144814
67940	cliniquement	0.02148049
67940	sysias	0.02148049
67940	adaptable	0.02148049
67940	catholique	0.02148049
67940	kent	0.02148049
67798	cen	0.02150263
69542	hydro	0.02152921
67391	oléagineux	0.02153333
70161	génie	0.02153340
68389	dispersion	0.02157268
73878	smartox	0.02157268
73878	florali	0.02157268
75065	carcinome	0.02157268
75065	hépatocellulaire	0.02157268
69186	omnt	0.02158484
71615	aérodynamique	0.02160066
68278	chinois	0.02164932
67940	norbert	0.02166925
67795	agroparistech	0.02168225
68390	sylvain	0.02168969
68882	soler	0.02171246
73431	valise	0.02181613
73431	hélène	0.02181613
73431	coqueugniot	0.02181613
67391	palme	0.02183655
67945	colloque	0.02192838
68392	faculté	0.02194626
67071	ifremer	0.02197118
73683	répliqu	0.02199065
73683	épave	0.02199065
73683	ligature	0.02199065
67939	tropique	0.02200625
70751	filtration	0.02202278
72934	amplificatrice	0.02204577
74456	41ème	0.02204577
74456	patronage	0.02204577
74456	cuvillier	0.02204577
74456	directif	0.02204577
74456	planification	0.02204577
74456	prestataire	0.02204577
74456	malbrunot	0.02204577
72117	dermatologie	0.02218265
69813	sanofi	0.02221894
68644	cuivre	0.02223453
68642	minérale	0.02224086
72400	16ème	0.02224086
72400	tremplin	0.02224086
72400	lamur	0.02224086
73877	raisin	0.02226548
67553	regond	0.02227829
67383	robot	0.02228035
69542	ulm	0.02228120
67938	eyrolle	0.02230667
67938	reine	0.02230667
68646	oculaire	0.02232503
70166	microencapsulation	0.02241570
69817	rhizotron	0.02243473
67800	sonde	0.02243628
69535	citadelle	0.02243944
75792	hydrométallurgie	0.02243944
76510	câbler	0.02243944
76510	câble	0.02243944
67797	combustible	0.02245022
68641	frédéric	0.02248617
69184	plaquette	0.02248817
74168	tungstèn	0.02248821
69821	monumental	0.02254007
67388	poligny	0.02257855
67554	processeur	0.02259187
68390	cristal	0.02261371
67390	moule	0.02264160
69185	cabinet	0.02265828
67801	scanner	0.02267657
70923	portefeuille	0.02275992
70920	cuisine	0.02276767
67799	sarcob	0.02279920
67938	picq	0.02281813
70161	carraro	0.02282329
73437	login	0.02284743
73437	apprenant	0.02284743
73437	rncp	0.02284743
73437	infographist	0.02284743
75797	voiron	0.02284743
75797	rosym	0.02284743
75797	diaganer	0.02284743
75797	haie	0.02284743
75797	room	0.02284743
67392	12ème	0.02290049
72401	psychologie	0.02290837
69820	maroc	0.02293840
69815	microbiote	0.02294611
68643	cité	0.02295110
68279	artemis	0.02298022
73684	tenace	0.02303661
70917	reproduction	0.02304362
69813	téler	0.02305704
72393	iccc	0.02305704
74454	laryngectomie	0.02305704
74454	respirer	0.02305704
74454	trachéal	0.02305704
74746	michèle	0.02305704
74746	delaunay	0.02305704
76212	rhônalpin	0.02305704
76212	moodboard	0.02305704
76212	trail	0.02305704
76212	vtt	0.02305704
76212	rallier	0.02305704
76212	exposé	0.02305704
67385	symbios	0.02311827
74457	levang	0.02316330
74457	conflit	0.02316330
74750	recoller	0.02316330
74750	alba	0.02316330
74750	marcellan	0.02316330
74750	résist	0.02316330
67943	accélérateur	0.02318214
67943	nucléaire	0.02319242
76206	dégustation	0.02319893
76206	chardonnay	0.02319893
68383	peugeot	0.02325978
